Word,Difficulty
responding,-0.43
responds,-0.19
response,-0.54
responses,-0.38
responsibilities,0.42
responsibility,0.13
responsible,-0.36
responsibly,0.12
responsive,-0.13
responsively,0.13
responsiveness,0.61
rest,-0.67
restage,0.45
restate,0.18
restatement,0.19
restates,0.07
restating,0.46
restaurant,-0.54
restauranteur,0.98
restaurants,-0.69
restaurateur,1.76
rested,-0.51
restful,-0.48
resting,-0.54
restitution,0.35
restive,0.26
restively,0.3
restless,-0.65
restlessness,0.25
restock,0.28
restorability,0.5
restoration,-0.2
restorative,0.29
restore,-0.46
restored,-0.14
restorers,0.43
restoring,-0.25
restrain,-0.27
restrained,-0.25
restraining,0.2
restrains,0.32
restraint,-0.26
restraints,-0.05
restrict,-0.18
restricted,-0.2
restricting,0.18
restriction,-0.3
restrictions,0.21
restrictive,0.12
restricts,0
restructure,0.3
restructured,0.5
rests,-0.51
restudy,0.65
resublimed,1.28
result,-0.67
resultant,0.1
resultants,0.12
resulted,-0.46
resulting,-0.43
results,-0.7
resume,-0.66
resumed,-0.41
resuming,-0.25
resumption,0.03
resurface,0.05
resurgence,0.27
resurgent,0.44
resurrect,0.3
resurrected,-0.03
resurrecting,0.22
resurrection,0.1
resuscitate,0.78
resuscitation,0.8
resuspended,1.52
resuspension,1.27
retail,-0.64
retailer,-0.29
retailers,-0.21
retailing,0.03
retain,-0.44
retained,-0.3
retainer,-0.39
retainers,0.05
retaining,-0.25
retains,-0.3
retake,-0.3
retaliate,0.64
retaliated,0.23
retaliating,0.41
retaliation,0.31
retard,-0.42
retardation,0.17
retarded,-0.35
retarding,0.11
retch,0.11
retching,0.15
retell,0.17
retelling,0.16
retention,-0.36
retentive,0.18
retentiveness,1.43
rethink,0.26
reticence,0.7
reticent,0.41
retied,0.4
retina,-0.27
retinal,0.39
retinue,-0.15
retire,-0.19
retired,-0.54
retirement,-0.11
retirements,0.11
retires,-0.21
retiring,-0.14
retold,-0.02
retool,0.28
retort,-0.07
retorted,0.21
retouch,0.1
retouching,0.32
retrace,0.31
retraced,0.07
retracing,0.36
retract,-0.08
retracted,-0.17
retractile,0.59
retraction,0.56
retraining,0.14
retranslated,1.08
retread,1.01
retreat,-0.34
retreated,-0.19
retreating,0.03
retreats,-0.32
retrenching,0.68
retrial,0.5
retribution,0.39
retrieval,-0.2
retrieve,-0.13
retrieved,-0.14
retriever,0.06
retroactive,-0.02
retrograde,0.17
retrogress,1.2
retrogressive,1.05
retrospect,0.12
retrospection,0.46
retrospective,0.07
retroversion,0.57
retrovision,1.16
return,-0.81
returned,-0.4
returning,-0.52
returns,-0.53
Reuben,0.2
reunion,-0.5
reunions,-0.14
reunite,-0.14
reunited,-0.2
reuniting,0.38
reupholstering,1.66
reusable,0.13
reuse,0.15
rev,0.47
revaluation,1.48
revalue,0.67
revamp,0.22
revamped,0.31
revamping,0.61
reveal,-0.4
revealed,-0.3
revealing,-0.14
reveals,-0.26
reveille,0.47
revel,-0.22
revelation,0.08
revelations,0.11
revelatory,0.3
reveled,0.07
reveling,-0.02
reveller,0.37
revellers,0.5
revelling,0
revellings,0.56
revelry,0.3
revels,-0.18
revenge,-0.64
revenue,-0.49
revenuers,0.35
revenues,0.01
reverberant,1.06
reverberate,0.28
reverberated,0.79
reverberation,0.83
reverberations,0.74
revere,-0.16
revered,-0.04
reverence,-0.2
reverend,0.06
reverent,-0.14
reverential,0.61
reverently,0.01
reverie,0.43
reversal,-0.14
reverse,-0.31
reversed,-0.2
reverses,0.23
reversibility,0.22
reversible,-0.18
reversing,-0.16
reversion,0.09
revert,0.05
reverted,0.14
revery,0.38
review,-0.52
reviewed,-0.29
reviewer,0.12
reviewers,-0.1
reviewing,-0.1
reviews,-0.38
revile,0.21
reviled,0.45
revise,-0.41
revised,-0.4
revising,-0.11
revision,-0.08
revisionism,1.05
revisionist,1.15
revisionists,1.12
revisions,-0.02
revisited,-0.18
revitalization,0.86
revitalize,0.35
revival,-0.34
revivalism,0.93
revivalist,0.83
revivals,0.21
revive,0.06
revived,0.08
revivified,1.08
revivify,0.9
reviving,0.19
revocable,0.35
revocation,0.46
revoke,-0.43
revoked,-0.45
revolt,-0.27
revolted,-0.22
revolting,-0.54
revolts,-0.21
revolution,-0.38
revolutionaries,0.92
revolutionary,0.43
revolutionists,0.79
revolutionize,0.87
revolutionized,0.63
revolutions,-0.08
revolution's,0.22
revolve,-0.18
revolved,-0.15
revolver,-0.17
revolves,-0.05
revolving,-0.37
revue,0.58
revulsion,0.35
revved,0.36
reward,-0.41
rewarded,-0.3
rewarding,-0.46
rewards,-0.5
rewire,-0.01
reword,-0.15
rewrite,-0.15
rewrites,-0.12
rewriting,0.2
rewritten,0.02
rewrote,0.32
Rex,-0.07
rhapsodize,0.35
rhapsody,0.09
rhesus,0.56
rhetoric,0.03
rhetorical,0.17
rhetoricians,0.95
rheumatic,0.14
rheumatics,0.34
rheumatism,0.49
rheumatoid,0.56
Rhine,-0.21
rhinestone,0.08
rhinestones,0.19
rhino,-0.4
rhinoceros,0.59
rhinos,-0.2
rhododendron,0.95
rhomboid,0.55
rhombus,0.33
rhubarb,0.24
rhyme,-0.11
rhymes,-0.12
rhyming,-0.19
rhythm,-0.45
rhythmic,-0.12
rhythmical,0.38
rhythmically,0.11
rhythms,-0.41
rib,-0.55
ribbed,-0.34
ribbing,0.27
ribbon,-0.22
ribbons,-0.44
ribcage,0.09
riboflavin,0.76
ribonucleic,1.77
ribs,-0.65
rice,-0.64
rich,-0.61
Richard,-0.36
Richard's,-0.44
richer,-0.29
riches,-0.55
richest,-0.43
richly,-0.5
Richmond,-0.45
richness,-0.42
Rick,-0.6
rickets,-0.03
rickettsia,0.62
rickety,-0.02
Rickey's,0.31
rickshaw,0.58
ricochet,0.57
ricocheted,0.72
rid,-0.59
riddance,0.39
ridden,-0.19
ridding,-0.24
riddle,-0.51
riddled,-0.17
riddles,-0.16
riddling,0.33
ride,-0.69
rider,-0.56
riders,-0.52
rider's,-0.4
rides,-0.64
ridge,-0.32
ridges,-0.31
ridicule,0.12
ridiculed,0.16
ridiculing,0.57
ridiculous,0.06
riding,-0.49
rife,-0.07
riff,0.08
riffle,-0.17
riffraff,0.57
rifle,-0.35
rifled,-0.16
rifleman,0.24
rifleman's,0.37
riflemen,0.27
riflemen's,0.61
rifles,-0.34
rifle's,0.1
rifling,0.19
rift,-0.06
rig,-0.01
rigged,0.01
rigger,0.05
riggers,-0.08
rigging,0
right,-0.69
righteous,-0.39
righteousness,0.1
rightfield,0.37
rightful,-0.22
rightfully,-0.38
righthander,0.11
righthandler,0.42
rightist,0.18
rightly,-0.37
rightness,-0.13
rights,-0.74
rightward,0.29
rigid,-0.41
rigidity,0.16
rigidly,-0.16
rigmarole,0.57
rigorous,-0.11
rigorously,0.04
rigs,-0.42
rile,0.19
rim,-0.55
rime,0.17
rimless,0.32
rimmed,-0.29
rims,-0.27
rind,0.28
ring,-0.75
ringed,-0.05
ringer,-0.22
ringers,-0.06
ringing,-0.38
ringings,0.32
ringleader,0.06
ringler's,0.44
ringlet,-0.03
ringlets,0
ringmaster,-0.01
rings,-0.79
ringside,0.01
ringworm,-0.07
rink,-0.38
rinker,0.06
rinse,-0.37
rinsing,0.23
Rio,-0.18
riot,-0.45
rioted,-0.04
rioters,0.48
rioting,-0.3
riotous,0.06
riots,-0.34
rip,-0.58
ripcord,0.5
ripe,-0.38
ripen,-0.03
ripened,-0.14
ripening,0.03
ripped,-0.37
ripping,0.02
ripple,-0.5
rippled,-0.41
ripples,-0.44
rippling,-0.05
ripsaw,0.45
riptide,0.15
rise,-0.64
risen,-0.34
riser,-0.25
rises,-0.46
rising,-0.5
risk,-0.66
risked,-0.5
risking,-0.53
risks,-0.73
risky,-0.69
risotto,0.65
risque,0.13
rite,-0.14
rites,0.06
ritual,-0.49
ritualism,-0.03
ritualist,0.02
ritualistic,0.25
ritualized,0.14
rituals,-0.34
ritz,-0.09
ritzy,0.1
rival,-0.59
rivaled,0.07
rivalled,0.15
rivalries,0.07
rivalry,-0.31
rivals,-0.53
rival's,-0.37
river,-0.54
riverbank,-0.34
riverbanks,-0.2
riverbed,-0.05
riverboat,-0.36
rivers,-0.57
riverside,-0.15
riverside's,0.36
riverview,0.29
rivet,0.02
riveting,-0.08
rivets,-0.17
Riviera,0.12
rivulet,0.3
rivulets,0.69
roach,-0.36
road,-0.63
roadbed,0.05
roadblock,-0.02
roadbuilding,0.55
roadhouse,-0.35
roadie,0.15
roads,-0.77
road's,-0.41
roadside,-0.41
roadster,0.24
roadway,-0.55
roadways,-0.47
roadworthy,0.59
roam,-0.3
roamed,-0.39
roamer,0.2
roaming,-0.4
roar,-0.68
roared,-0.57
roaring,-0.35
roars,-0.55
roast,-0.43
roasted,-0.53
roasts,-0.56
rob,-0.35
robbed,-0.51
robber,-0.64
robberies,-0.34
robbers,-0.68
robbery,-0.59
robbing,-0.3
Robby,-0.37
Robby's,-0.35
robe,-0.63
robed,-0.4
Robert,-0.36
Roberta,-0.04
Roberto,-0.03
robes,-0.45
robin,-0.56
Robinson,-0.32
Robinson's,-0.11
robot,-0.58
robots,-0.42
robs,-0.55
Rob's,-0.53
robust,-0.21
robustness,0.5
Rochester,-0.22
rock,-0.84
rockabye,0.63
rockbound,0.47
rocked,-0.39
Rockefeller,0.25
rocker,-0.38
rockers,-0.51
rocket,-0.59
rocketry,0.12
rockets,-0.63
rocket's,-0.47
Rockettes,0.35
Rockies,-0.19
rocking,-0.49
rocklike,-0.16
rock'n'roll,-0.12
Rockport,-0.01
rocks,-0.37
rocky,-0.83
rod,-0.59
rode,-0.28
rodent,-0.27
rodents,-0.18
rodeo,-0.46
rodeos,-0.14
Rodney,-0.34
rods,-0.19
Rod's,-0.13
roe,-0.17
Roger,-0.59
rogue,-0.33
rogues,0.03
roiling,0.12
role,-0.53
roleplayed,0.18
roleplaying,0.42
roles,-0.62
roll,-0.61
rolled,-0.63
roller,-0.36
rollicking,1.14
rolling,-0.57
rolls,-0.65
Roman,-0.54
romance,-0.69
romancers,-0.04
romances,-0.13
romancing,-0.03
Romanesque,0.49
Romania,-0.16
Romans,-0.54
romantic,-0.54
romantically,0
romanticism,0.24
romanticist,0.37
romanticize,0.62
romanticizing,0.52
romantics,-0.23
Rome,-0.66
Romeo,-0.64
Romeo's,-0.31
Rome's,-0.2
romp,0.1
romped,0.14
romper,-0.11
romping,-0.06
Ron,-0.22
Ronald,-0.55
rondo,-0.48
roof,-0.64
roofed,-0.11
roofer,-0.06
roofer's,-0.02
roofing,-0.36
roofs,-0.59
rooftop,-0.21
rooftops,-0.04
rooftree,0.5
rook,-0.09
rookie,-0.26
rookies,-0.29
room,-0.81
roomer,0.09
roomful,0.07
rooming,-0.3
roommate,-0.47
roommates,-0.4
rooms,-0.61
room's,-0.49
roomy,-0.4
Roosevelt,-0.31
Roosevelt's,0
roost,-0.31
rooster,-0.47
roosters,-0.21
root,-0.62
rooted,-0.51
rooting,-0.46
rootless,-0.26
roots,-0.7
rope,-0.72
roped,-0.28
ropes,-0.75
ropewalk,0.55
Rorschach,0.53
Rosa,-0.29
rosaries,0.23
rosary,-0.13
rose,-0.7
rosebud,-0.26
rosebuds,-0.15
rosebush,-0.2
roseleaf,0.49
rosemary,-0.14
rosen,0.16
roses,-0.61
Rose's,-0.55
rosette,0.27
rosettes,0.36
rosewater,0.03
rosewood,-0.01
Rosie,-0.28
rosin,0.81
Ross,-0.56
roster,-0.23
Roswell,-0.18
rosy,-0.41
rot,-0.48
Rotarians,0.67
rotary,-0.24
rotate,-0.5
rotated,-0.33
rotates,-0.46
rotating,-0.31
rotation,-0.3
rotationally,0.71
rotations,-0.11
rote,0.08
rotisserie,0.57
rotor,-0.14
rots,0.16
rotten,-0.44
rotting,-0.44
rotund,0.1
rotunda,0.44
rotundity,1.61
rouge,-0.37
rough,-0.63
roughage,0.59
roughcast,0.89
roughed,-0.11
roughen,0.21
roughened,0.24
rougher,-0.12
roughest,0.25
roughhouse,0.34
roughish,0.59
roughly,-0.56
roughneck,0.01
roughness,-0.27
roughrider,0.85
roughshod,1
roulette,0.26
round,-0.68
roundabout,0.51
rounded,-0.44
roundhouse,0.04
rounding,-0.23
roundly,0.18
roundness,-0.03
rounds,-0.64
round's,-0.29
roundsman,0.2
roundup,-0.29
roundups,-0.21
rouse,0.05
roused,-0.24
rousing,0.19
Rousseau,0.5
Rousseau's,0.3
rout,-0.1
route,-0.53
routed,-0.37
routes,-0.17
routine,-0.39
routinely,-0.25
routines,-0.29
routings,0.25
rove,-0.05
roved,-0.11
rover,-0.14
roving,0.11
row,-0.48
rowboat,0.14
rowdy,-0.38
rowed,0.1
rower,0
rows,-0.64
Roxy,-0.04
Roy,-0.47
royal,-0.73
royale,-0.21
royalist,-0.12
royalties,-0.1
royalty,-0.41
Roy's,-0.45
rub,-0.74
rubbed,-0.35
rubber,-0.4
rubberized,0.13
rubberneck,0.02
rubbery,-0.05
rubbing,-0.59
rubbish,-0.41
rubble,-0.22
rubdown,0.4
rubella,0.1
rubicon,0.2
rubies,-0.09
rubric,-0.16
ruby,-0.39
rucksack,0.46
ruckus,0.31
rudder,-0.02
rudderless,1.12
ruddiness,0.37
ruddy,-0.07
rude,-0.52
rudely,-0.4
rudeness,-0.57
rudiment,0.25
rudimentary,0.45
Rudolph,-0.26
Rudy,-0.27
rue,0.04
ruefully,0.88
ruefulness,1.05
ruffian,0.17
ruffians,0.12
ruffle,-0.11
ruffled,-0.13
ruffles,-0.35
rug,-0.59
rugby,-0.14
rugged,-0.43
ruggedly,0.22
rugs,-0.62
ruin,-0.38
ruination,0.97
ruined,-0.51
ruining,-0.25
ruinous,0.59
ruins,-0.43
rule,-0.77
rulebook,-0.11
ruled,-0.5
ruler,-0.57
rulers,-0.61
rules,-0.68
ruling,-0.17
rulings,0.16
ruling's,0.63
rum,-0.42
rumba,0.59
rumble,-0.34
rumbled,-0.23
rumbles,-0.27
rumbling,-0.19
ruminate,0.59
rumination,0.35
rummage,-0.34
rummaged,0.18
rummaging,0.11
rummy,0.05
rumor,-0.46
rumored,-0.15
rumors,-0.43
rump,-0.24
rumple,-0.21
rumpled,0.12
run,-0.68
runabout,0.2
runaway,-0.55
rundown,-0.23
rune,0.04
runes,0.23
rung,-0.09
runic,-0.08
runner,-0.63
runners,-0.48
running,-0.71
runny,-0.06
runoff,-0.12
runs,-0.75
runt,-0.22
runway,-0.49
runways,-0.33
rupee,-0.03
rupees,0.23
rupture,-0.04
ruptured,0.33
rural,-0.57
ruse,0.08
rush,-0.72
rushed,-0.68
rushes,-0.42
rushing,-0.47
Rushmore,0
rusk,-0.53
Russ,-0.04
Russell,-0.28
Russell's,-0.2
russet,0.11
Russia,-0.42
Russian,-0.55
Russians,-0.2
Russia's,-0.06
rust,-0.51
rusted,-0.15
rustic,-0.17
rusting,-0.37
rustle,-0.21
rustled,-0.17
rustler,-0.18
rustlers,-0.01
rustling,-0.18
rustproof,0.21
rusty,-0.35
rut,-0.39
rutabaga,0.79
Ruth,-0.34
Rutherford,0.12
ruthless,-0.24
ruthlessness,0.13
Ruth's,-0.18
ruts,-0.23
rutted,0.08
Rwanda,0.39
Ryan,-0.42
rye,-0.43
Sabbath,-0.34
sabbatical,0.22
saber,0.14
Sabine,0.23
sable,-0.09
sables,-0.17
sabotage,-0.07
saboteur,0.53
sabre,0.26
sac,0.13
saccharin,0.42
saccharine,0.74
sachet,0.2
sack,-0.42
sackcloth,0.69
sacker,0.24
sacking,0.06
sacks,-0.44
sacral,0.24
sacrament,0.1
Sacramento,-0.07
sacraments,0.09
sacred,-0.21
sacredness,0.79
sacrifice,-0.42
sacrificed,-0.12
sacrifices,0.07
sacrificial,0.32
sacrificing,-0.05
sacrilege,0.25
sacrilegious,1.01
sad,-0.68
sadden,-0.44
saddened,0.04
sadder,0.33
saddle,-0.75
saddlebag,0.04
saddlebags,-0.14
saddled,-0.26
saddles,-0.2
sadism,0.13
sadist,0.16
sadistic,-0.02
sadly,-0.44
sadness,-0.68
sadomasochism,1.3
safari,-0.23
safe,-0.84
safecracker,0.42
safeguard,-0.35
safeguards,-0.19
safekeeping,-0.14
safely,-0.82
safer,-0.24
safest,-0.02
safeties,0.77
safety,-0.56
saffron,0.55
sag,-0.08
saga,-0.22
sage,-0.43
sagebrush,0.25
sages,-0.28
sagged,-0.19
sagging,-0.26
Sagittarius,0.34
sags,0
Sahara,-0.21
said,-0.59
Saigon,0.22
sail,-0.7
sailboat,-0.55
sailboats,-0.36
sailcloth,0.65
sailed,-0.41
sailing,-0.3
sailor,-0.6
sailorly,0.57
sailors,-0.54
sailplane,0.51
sails,-0.48
saint,-0.5
sainted,-0.25
sainthood,0.29
saintliness,0.76
saintly,-0.12
saints,-0.42
sake,-0.42
salable,0.46
salacious,0.81
salad,-0.52
salads,-0.48
salamander,0.04
salami,-0.03
salaried,0.31
salaries,-0.35
salary,-0.48
sale,-0.66
Salem,-0.24
sales,-0.45
salesclerk,0.27
salesgirl,0.21
saleslady,0.4
salesman,-0.44
salesman's,-0.24
salesmanship,0.25
salesmen,-0.16
salesroom,0.05
saleswoman,-0.4
salient,0.08
salify,0.28
saline,0.07
Salinger,0.07
salinity,0.68
Salisbury,0.23
saliva,-0.27
salivary,0.48
salivate,-0.16
salivation,-0.04
sallow,-0.06
Sally,-0.5
Sally's,-0.41
salmon,-0.38
salmonella,0.49
salon,-0.47
salons,-0.18
saloon,-0.17
saloons,-0.27
salt,-0.82
saltbush,0.47
saltcellar,0.85
salted,-0.46
salter,0.03
salter's,0.59
salting,-0.37
saltlick,0.56
saltpan,0.27
salts,-0.59
saltshaker,0.48
saltwater,-0.25
salty,-0.61
salutary,0.01
salutation,0.18
salute,-0.36
saluted,0.08
Salvador,0.01
Salvadorean,1.33
salvage,-0.31
salvaging,0.33
salvation,-0.46
salve,-0.43
salves,0.08
Sam,-0.67
Samaritan,0.09
samba,0.24
same,-0.67
sameness,0.22
Sammy,-0.01
Samoa,0.29
Samoan,0.48
sample,-0.66
sampled,-0.33
sampler,-0.48
samplers,-0.31
samples,-0.75
sampling,-0.4
Sampson,0.38
Sam's,-0.57
Samuel,-0.37
Samuels,-0.17
samurai,0.22
sanatorium,0.6
Sanchez,0.24
Sancho,0.43
sanctified,0.34
sanctify,0.15
sanctimonious,0.59
sanctimony,0.72
sanction,-0.02
sanctioned,0.01
sanctions,-0.15
sanctity,0.4
sanctuary,-0.31
sanctuary's,0.1
sanctum,0.16
sand,-0.72
sandal,-0.11
sandals,-0.4
sandalwood,-0.12
sandbag,-0.41
sandbank,0.02
sandbar,-0.29
sandbars,-0.13
sandblast,-0.37
sandbox,-0.52
sandcastle,0.08
sander,0.01
sanding,0.04
sandman,-0.08
sandpaper,-0.23
sandpiper,-0.09
sandpit,-0.04
Sandra,-0.42
sands,-0.48
sandstone,-0.1
sandstorm,0
sandwich,-0.63
sandwiches,-0.52
sandy,-0.44
sane,-0.44
saner,-0.34
sanest,2.03
sang,-0.29
sangria,0.35
sanguine,0.19
sanguineous,0.88
Sanhedrin,-0.08
sanitarium,0.6
sanitary,-0.1
sanitation,0.12
sanity,-0.03
sank,-0.32
sans,0.5
Sanskrit,0.65
Santa,-0.57
Santa's,-0.38
sap,-0.24
sapling,-0.03
sapped,0.16
sapphire,-0.16
sapping,0.32
sappy,-0.22
saps,0.14
Sara,-0.66
Sarah,-0.75
Sarah's,-0.55
Sara's,-0.49
Sarasota,0.03
Saratoga,0.33
sarcasm,-0.19
sarcasms,-0.19
sarcastic,-0.1
sarcastically,0.37
sarcophagus,0.69
sardine,-0.07
sardines,0.01
sardonic,0.04
sarong,0.66
sarsaparilla,0.97
sash,-0.19
sass,0.06
sassafras,0.49
sassing,0.48
sassy,-0.09
sat,-0.56
Satan,-0.37
Satanic,0.38
Satanism,0.32
Satan's,-0.12
satchel,0.32
sate,-0.02
satellite,-0.17
satellites,0
satiable,0.02
satiate,0.56
satiety,0.05
satin,-0.27
satinwood,0.55
satire,-0.15
satires,-0.03
satiric,0.26
satirical,0.51
satirically,0.51
satirist,0.42
satirize,0.49
satirizes,0.41
satisfaction,-0.27
satisfactions,0.09
satisfactorily,0.73
satisfactory,-0.04
satisfied,-0.29
satisfies,-0.11
satisfy,-0.38
satisfying,-0.28
saturate,-0.18
saturated,-0.29
saturation,-0.26
Saturday,-0.38
Saturdays,-0.33
Saturday's,-0.51
Saturn,-0.61
Saturnalia,0.77
sauce,-0.72
sauced,-0.03
saucepan,-0.27
saucer,-0.43
saucers,-0.37
sauces,-0.36
saucy,-0.37
Saudi,-0.11
sauerkraut,0.7
Saul,-0.01
sauna,-0.25
saunter,0.04
sausage,-0.47
sausages,-0.02
saute,0.49
savage,-0.28
savagely,-0.08
savagery,0.34
savages,-0.34
savanna,-0.11
savannah,-0.09
savant,0.25
save,-0.69
saved,-0.58
saver,-0.15
saves,-0.5
saving,-0.66
savings,-0.62
savior,-0.47
savor,-0.22
savored,-0.16
savoring,-0.13
savory,-0.28
savvy,-0.09
saw,-0.53
sawdust,-0.21
sawhorse,0.04
sawing,0.01
sawmill,0.34
saws,-0.6
Sawyer,-0.12
sax,-0.36
Saxon,-0.07
Saxons,0.14
Saxony,0.6
saxophone,0
saxophonist,0.5
say,-0.6
saying,-0.62
sayings,-0.51
sayonara,1.06
says,-0.72
scab,-0.18
scabbard,0.53
scabbed,0.31
scabby,0.13
scabies,0.6
scaffold,-0.04
scaffolding,0.52
scaffoldings,0.62
scalar,0.43
scalawag,0.74
scald,-0.09
scalded,0.07
scalding,-0.04
scale,-0.77
scaled,-0.17
scales,-0.58
scallion,-0.14
scallop,-0.33
scalloped,-0.18
scallops,-0.05
scallywag,0.81
scalp,-0.46
scalpel,0.3
scaly,0.11
scamp,-0.06
scamper,-0.26
scampering,0.29
scampi,0
scan,-0.56
scandal,-0.58
scandalize,0.13
scandalized,0.13
scandalizing,0.32
scandalmonger,1.15
scandalous,-0.02
scandals,-0.25
Scandinavia,0.44
Scandinavian,0.36
Scandinavians,0.43
scanned,-0.3
scanner,-0.44
scanners,-0.42
scanning,-0.4
scans,-0.41
scant,-0.28
scanty,-0.08
scapegoat,0.07
scapegoats,-0.01
scapula,0.5
scar,-0.44
scarab,0.62
scarce,-0.34
scarcely,0.09
scarcity,0.18
scare,-0.25
scarecrow,-0.05
scarecrowish,1.57
scared,-0.38
scaremonger,1.2
scarf,-0.45
scarface,-0.08
scarify,0.08
scaring,-0.18
scarlet,-0.42
scarred,0.06
scars,-0.54
scary,-0.55
scat,-0.03
scathing,0.01
scathingly,0.85
scatter,-0.27
scatterbrain,0.51
scatterbrained,0.79
scattered,-0.23
scattergun,0.7
scattering,-0.14
scatters,-0.11
scavenge,0.53
scavenger,-0.15
scavenging,0.42
scenario,-0.17
scenarios,-0.05
scene,-0.77
sceneries,0.13
scenery,-0.26
scenes,-0.58
sceneshifter,1.06
scenic,0.08
scenics,0.61
scent,-0.54
scented,-0.52
sceptic,0.14
sceptical,0.09
scepticism,0.5
sceptre,0.82
schedule,-0.19
scheduled,-0.17
schedules,-0.31
scheduling,-0.07
schema,0.01
schemata,0.59
schematic,0.19
schematically,1
schematize,0.74
scheme,-0.45
schemer,0.48
schemes,-0.31
scheming,0.13
schism,0.18
schizoid,0.14
schizophrenia,0.27
schizophrenic,0.62
schnapps,0.26
schnitzel,0.87
scholar,-0.14
scholarly,0.01
scholars,-0.34
scholarship,-0.31
scholarships,-0.09
scholastic,0.09
scholastically,0.81
scholasticism,0.58
scholastics,0.07
school,-0.74
schoolbooks,-0.25
schoolboy,-0.23
schoolboys,-0.05
schoolchildren,0.25
schooldays,-0.14
schooled,-0.18
schoolfellow,0.51
schoolgirl,-0.34
schoolgirlish,0.89
schoolgirls,0.23
schoolhouse,-0.34
schooling,-0.1
schoolmaster,-0.08
schoolmaster's,-0.06
schoolmate,-0.3
schoolmates,0.08
schoolmistress,0.97
schoolroom,-0.09
schools,-0.7
school's,-0.46
schoolwork,-0.31
schooner,0.53
Schwartz,0
science,-0.66
sciences,-0.27
science's,0
scientific,0
scientifically,0.75
scientist,-0.5
scientists,-0.32
Scientology,0.98
scimitar,0.87
scimitars,0.71
scintillate,0.85
scintillating,0.87
scintillation,1.22
scion,0.44
scions,0.55
scissor,0.06
scissoring,0.41
scissors,-0.39
sclerosis,0.96
scoff,0.34
scoffed,-0.06
scoffing,0.48
scold,-0.21
scolding,-0.22
scone,-0.09
scoop,-0.49
scooped,-0.31
scooping,-0.33
scoot,-0.07
scooted,0.01
scooter,-0.44
scooting,-0.01
scope,-0.6
scoped,-0.02
scopes,-0.17
scorch,-0.09
scorched,0.11
scorcher,0.51
score,-0.66
scoreboard,-0.34
scoreboards,0.03
scorebook,-0.13
scorecard,0.43
scored,-0.43
scorekeeper,-0.09
scoreless,-0.13
scores,-0.6
scoring,-0.55
scorn,-0.46
scorned,-0.09
scornful,-0.29
Scorpio,-0.42
scorpion,-0.46
Scot,0.07
Scotch,-0.41
Scotchgard,0.33
Scotchman,0.09
Scotland,-0.29
Scots,0.07
Scotsman,0.17
Scotswoman,0.89
Scott,-0.66
Scottish,-0.34
Scott's,-0.62
Scotty,-0.41
Scotty's,-0.23
scoundrel,-0.14
scoundrels,0.46
scour,-0.07
scoured,-0.03
scourge,0.13
scouring,-0.02
scours,0.09
scout,-0.46
scouted,-0.36
scouting,-0.04
scoutmaster,0.36
scouts,-0.53
scout's,-0.39
scowl,-0.51
scowled,-0.03
scowling,-0.22
scrabble,-0.36
scrag,0.35
scraggly,0.28
scraggy,-0.14
scram,0.07
scramble,-0.47
scrambled,-0.51
scrambler,-0.29
scrambling,-0.3
scrap,-0.59
scrapbook,-0.37
scrape,-0.1
scraped,-0.37
scraper,-0.38
scrapes,-0.1
scraping,-0.17
scrapings,0.1
scrapped,-0.39
scrappy,-0.18
scraps,-0.42
scratch,-0.48
scratched,-0.35
scratches,-0.51
scratchiness,0.6
scratching,-0.27
scratchpad,0.33
scratchy,-0.35
scrawl,-0.05
scrawled,-0.02
scrawny,-0.07
scream,-0.55
screamed,-0.33
screaming,-0.18
screams,-0.43
screech,0.23
screeched,0.23
screeches,0.09
screeching,0
screechy,0.3
screen,-0.44
screened,-0.34
screening,-0.2
screenings,-0.23
screenplay,-0.15
screens,-0.75
screw,-0.66
screwball,-0.36
screwdriver,0.22
screwed,-0.25
screws,-0.43
screwy,-0.12
scribble,-0.24
scribbled,-0.21
scribe,-0.56
scribing,0.47
scrimmage,0.23
scrimmaged,0.63
scrimp,0.42
script,-0.63
script's,-0.46
scriptural,0.36
scripture,-0.26
scriptures,-0.18
scriptwriter,0.39
scrivener,1.05
scroll,-0.66
scrollwork,0.43
scrooge,-0.1
scrotum,0.18
scrounge,0.32
scrounger,0.71
scrounging,0.56
scrub,-0.5
scrubbed,-0.24
scrubber,-0.05
scrubbing,-0.34
scrubby,-0.35
scruff,-0.16
scruffy,0.04
scrumptious,0.45
scrunch,-0.08
scruple,0.25
scrupulosity,0.81
scrupulous,0.31
scrupulously,0.79
scrutinize,0.27
scrutinized,0.17
scrutinizing,0.09
scrutiny,0.08
scuba,-0.3
scud,0.22
scudding,0.31
scuff,-0.01
scuffle,-0.2
scuffmark,0.65
scull,-0.35
scullery,0.42
scullion,0.46
sculpt,-0.12
sculpted,-0.17
sculptor,-0.23
sculptors,-0.23
sculptor's,0
sculptural,0.87
sculpture,-0.54
sculptured,-0.09
sculptures,-0.13
scum,-0.27
scummy,0.17
scurried,0.09
scurry,-0.27
scurvy,0.19
scuttle,-0.22
scuttled,0.31
scuttling,0.18
scythe,0.02
sea,-0.95
seabed,0.3
seabird,-0.32
seaboard,-0.24
seaborne,0.25
seacoast,-0.03
seafarers,0.55
seafaring,0.75
seafood,-0.67
seafront,0.13
seagoing,0.26
